id,nitEmpresa ,tipo ,precio,nombre,idPlato
1626,1276,E,42,YMT-84-JW,1450
1627,1275,E,3,MIL-38-OP,1788
1628,1804,E,46,MVF-86-EP,1291
1629,1353,A,4,CUA-11-TY,1606
1630,1598,P,12,MQT-17-PW,1562
1631,1350,P,11,COW-19-ID,1234
1632,1635,E,86,NBH-98-VL,1308
1633,1086,A,35,FNJ-76-AA,1993
1634,1393,P,95,CTY-88-OW,1511
1635,1881,A,70,RTC-01-ZO,1233
1636,1361,A,66,MEL-04-QW,1584
1637,1653,E,24,KWY-70-AO,1761
1638,1105,A,86,JYH-79-ZP,1267
1639,1013,A,71,NIA-09-WK,1160
1640,1639,A,99,PYL-78-EM,1409
1641,1828,P,88,EMK-07-NZ,1731
1642,1395,P,80,MST-77-CF,1885
1643,1280,E,34,QLS-06-MC,1823
1644,1748,A,40,HDE-34-MF,1953
1645,1749,P,3,OML-38-OZ,1910
1646,1900,P,39,FKS-90-UA,1730
1647,1851,A,16,SDI-15-UC,1363
1648,1940,A,61,HIM-28-PS,1268
1649,1340,A,91,RNF-92-CD,1471
1650,1405,P,13,IYR-39-EU,1403
1651,1040,A,12,KVW-38-NY,1520
1652,1284,P,26,TGC-23-EN,1223
1653,1286,P,95,UBR-58-TH,1335
1654,1760,A,10,MEV-01-RP,1894
1655,1325,P,84,UAH-20-YP,1858
1656,1287,E,31,OHL-85-FP,1577
1657,1030,A,96,OGE-67-PP,1410
1658,1532,A,8,JAB-60-TH,1063
1659,1665,E,40,XZN-12-UH,1794
1660,1133,E,22,HQD-38-ZM,1898
1661,1179,E,92,MZB-98-CD,1329
1662,1953,E,65,RIY-81-ZG,1149
1663,1788,E,2,OPL-33-EB,1117
1664,1839,P,60,YWW-27-ZB,1714
1665,1860,P,50,QLG-83-SP,1653
1666,1821,E,55,LMG-17-CV,1406
1667,1586,P,89,TRG-79-UF,1904
1668,1951,P,41,QEJ-35-AV,1404
1669,1677,A,8,BXR-74-BR,1531
1670,1986,P,37,XHQ-49-QY,1196
1671,1306,A,27,WAK-85-KK,1359
1672,1924,P,34,WON-60-SZ,1316
1673,1745,P,38,ACY-77-RU,1717
1674,1995,A,87,OJG-75-PB,1468
1675,1780,P,25,FOL-56-RT,1572
1676,1856,P,40,OLJ-92-ZO,1962
1677,1419,P,24,NZQ-07-MM,1414
1678,1877,E,33,KAG-21-JA,1044
1679,1911,A,63,ZUY-95-FY,1527
1680,1751,E,81,ZVH-63-NE,1594
1681,1235,E,87,DOO-65-FL,1446
1682,1962,E,76,RCW-16-VT,1677
1683,1512,P,80,OEC-82-NM,1589
1684,1714,E,48,CYP-50-ZA,1934
1685,1489,A,34,XRQ-29-YU,1818
1686,1110,A,81,WYJ-63-WE,1767
1687,1757,E,22,SBA-49-BQ,1250
1688,1143,P,1,KMD-58-BL,1499
1689,1233,A,10,HCU-77-HE,1175
1690,1812,A,95,UYJ-24-YN,1334
1691,1162,A,72,UDT-60-YM,1229
1692,1383,E,70,ECL-77-HQ,1237
1693,1660,P,12,RYP-21-YU,1082
1694,1140,P,16,UAO-57-ZZ,1465
1695,1031,E,47,UGF-29-EQ,1400
1696,1011,A,84,NOY-05-DC,1027
1697,1476,P,60,TDZ-38-AV,1784
1698,1490,E,80,POL-05-CC,1645
1699,1279,P,61,QHR-98-RI,1143
1700,1903,A,70,NAE-27-OP,1516
1701,1508,P,6,ALL-11-PV,1920
1702,1779,A,76,ETH-13-ZP,1845
1703,1895,E,84,LQI-27-OR,1537
1704,1845,E,36,NFF-34-XN,1380
1705,1452,P,10,ECL-06-HZ,1218
1706,1326,P,92,IJN-32-TK,1915
1707,1238,E,30,QKL-24-CY,1376
1708,1546,P,46,LJR-05-TB,1563
1709,1367,E,84,DHV-39-HL,1483
1710,1802,A,5,DAQ-98-PD,1170
1711,1600,E,43,KPM-57-RG,1043
1712,1511,E,37,QIK-30-MJ,1164
1713,1547,E,87,ZYO-80-EF,1251
1714,1654,P,43,BCO-45-HH,1800
1715,1329,P,81,KUT-56-BV,1494
1716,1211,A,94,ILL-93-UU,1647
1717,1878,A,74,DUD-73-ZI,1177
1718,1994,P,39,QUC-03-JE,1132
1719,1902,E,64,SGK-25-HR,1587
1720,1161,P,13,WJY-72-HB,1585
1721,1658,P,4,AES-82-LC,1474
1722,1666,E,33,OWM-68-AL,1239
1723,1345,A,3,RVJ-26-ED,1031
1724,1832,E,25,JLI-02-HT,1752
1725,1650,A,32,ELI-15-SE,1832
1726,1436,A,88,VUC-67-KE,1025
1727,1946,A,2,UPV-31-XO,1014
1728,1670,P,58,VUX-12-DY,1912
1729,1798,E,19,VNP-50-NG,1306
1730,1992,E,84,YYH-84-OS,1109
1731,1035,P,62,MNL-05-UW,1510
1732,1976,E,65,BFG-91-RS,1480
1733,1703,P,40,HMK-72-BJ,1173
1734,1412,P,79,JSH-71-VE,1432
1735,1783,P,17,YUT-95-LE,1906
1736,1106,E,38,JSQ-87-ES,1690
1737,1473,P,89,LRF-70-YV,1001
1738,1145,A,12,JUD-76-LU,1023
1739,1928,A,7,CIZ-93-MW,1896
1740,1876,P,20,TKC-21-LE,1755
1741,1791,A,78,MAN-46-CS,1153
1742,1049,E,66,GSR-05-PD,1028
1743,1562,P,88,LRX-05-SQ,1442
1744,1528,P,28,YGL-14-BU,1491
1745,1271,P,18,ULV-20-WV,1172
1746,1056,E,42,TBU-19-PI,1951
1747,1183,P,66,JFV-32-EM,1546
1748,1144,A,17,VXX-73-RQ,1636
1749,1257,A,100,HJK-73-SB,1567
1750,1301,E,9,ZLY-16-ER,1617
1751,1888,E,41,IST-57-LA,1049
1752,1346,A,68,JGP-36-NV,1346
1753,1527,A,19,VWE-74-XM,1242
1754,1225,E,94,QAW-87-WB,1775
1755,1065,P,38,OHF-34-KZ,1798
1756,1094,E,63,JQS-28-UQ,1998
1757,1833,A,97,OVD-34-IN,1090
1758,1524,P,15,ERX-08-YL,1739
1759,1523,A,87,BGT-36-RC,1771
1760,1206,A,68,NRC-83-CG,1370
1761,1095,A,9,DDL-52-VR,1103
1762,1142,P,47,CPW-16-XU,1842
1763,1792,P,19,MJU-35-GA,1605
1764,1807,P,33,BHT-52-PG,1658
1765,1980,E,84,WDB-45-DW,1708
1766,1045,E,70,FYU-86-UX,1610
1767,1077,A,55,WOY-35-BL,1554
1768,1805,P,69,ZZL-38-KY,1133
1769,1047,E,76,SOR-13-JH,1621
1770,1563,A,82,PIG-10-PN,1183
1771,1803,A,55,RAS-35-XY,1883
1772,1204,E,27,NEJ-90-VV,1278
1773,1328,E,93,BCK-87-UC,1295
1774,1046,E,55,YKO-74-JO,1592
1775,1178,E,88,JRJ-03-HS,1194
1776,1661,E,63,RIF-42-JX,1397
1777,1738,E,41,OVK-95-SQ,1573
1778,1355,A,16,PRL-64-WV,1199
1779,1215,P,19,VXG-90-SR,1018
1780,1365,E,100,UPU-64-MR,1528
1781,1917,E,83,VAE-49-LK,1978
1782,1463,E,88,MWH-88-VX,1503
1783,1741,E,22,AZJ-83-WD,1526
1784,1230,A,56,IHU-46-EG,1570
1785,1093,P,72,DYK-75-RG,1088
1786,1644,P,28,RNR-96-LS,1666
1787,1805,E,32,WZX-84-LV,1710
1788,1212,E,20,PIS-54-MH,1626
1789,1134,P,65,EMJ-68-XA,1101
1790,1404,E,56,ESG-20-NZ,1017
1791,1284,E,72,FTG-20-FE,1473
1792,1051,A,95,LJW-97-ZE,1274
1793,1771,P,3,FYJ-36-IM,1556
1794,1661,P,86,DPF-19-TC,1051
1795,1084,E,69,OEJ-03-KJ,1539
1796,1898,A,15,CAC-27-TO,1854
1797,1246,E,11,ZZZ-28-WM,1412
1798,1938,P,65,KXK-43-DX,1643
1799,1103,A,92,CLG-40-VH,1202
1800,1990,E,29,CJS-90-OV,1808
1801,1037,E,6,XBF-17-NR,1411
1802,1428,E,91,XZL-28-VT,1671
1803,1963,E,80,JFM-75-SB,1034
1804,1369,P,33,QGM-68-CW,1048
1805,1388,A,14,NJL-77-MU,1894
1806,1884,A,7,GVB-52-TB,1118
1807,1137,A,13,YKS-91-IS,1763
1808,1442,A,30,CFG-58-IT,1421
1809,1390,A,89,VEY-44-GO,1917
1810,1843,E,12,XSY-16-NF,1881
1811,1554,A,30,LIS-77-KA,1701
1812,1214,P,38,MVY-84-XM,1075
1813,1809,P,73,HWR-76-MH,1104
1814,1464,A,85,YBE-75-SI,1909
1815,1360,E,77,BEN-58-JD,1120
1816,1858,A,5,WBS-04-QP,1457
1817,1275,E,63,RHZ-88-QZ,1937
1818,1758,E,36,IIL-23-VJ,1623
1819,1579,E,16,PBF-89-HI,1652
1820,1944,E,73,VPJ-28-LM,1958
1821,1838,A,65,NUI-16-SH,1948
1822,1034,E,84,VHT-40-PE,1132
1823,1467,A,42,CJW-09-RX,1618
1824,1582,P,27,VCM-46-IP,1420
1825,1986,E,92,SJV-36-OS,1246
1826,1939,E,99,EGF-83-TI,1668
1827,1517,P,57,TIT-68-HV,1130
1828,1511,A,47,XKP-58-MX,1621
1829,1412,P,31,NYT-92-SU,1339
1830,1707,E,98,KTQ-39-MJ,1544
1831,1910,P,63,BGX-38-CO,1699
1832,1207,E,99,WVG-83-AG,1516
1833,1827,P,13,QXG-95-OE,1765
1834,1565,A,30,DCB-85-TY,1081
1835,1237,A,58,YXN-66-UO,1480
1836,1617,A,4,PMF-13-IG,1373
1837,1922,P,49,IGW-95-VI,1407
1838,1597,A,47,RAI-68-QI,1753
1839,1749,P,24,WQD-38-VH,1567
1840,1094,P,85,DOY-12-TD,1344
1841,1179,E,6,KGH-44-FZ,1892
1842,1764,E,33,DMT-76-KA,1330
1843,1217,A,36,NUV-92-DG,1994
1844,1462,P,43,TSD-89-LZ,1077
1845,1121,A,42,FPQ-53-FV,1020
1846,1943,E,1,SDG-77-FO,1966
1847,1013,E,61,IQG-78-IA,1824
1848,1149,P,21,VPA-81-MH,1615
1849,1703,E,36,MPY-58-ZR,1628
1850,1978,A,71,WFF-62-SO,1001
1851,1620,E,66,VDF-84-GV,1758
1852,1458,P,100,OHF-69-NO,1504
1853,1396,A,99,WYO-10-ZB,1128
1854,1914,P,11,SEV-14-TM,1867
1855,1113,A,59,WRS-15-KK,1277
1856,1605,A,61,RXA-06-JX,1923
1857,1507,A,100,HSA-46-PR,1389
1858,1553,E,41,EME-63-BT,1199
1859,1439,A,50,PDD-08-JS,1135
1860,1188,P,39,ENB-36-EE,1780
1861,1719,P,62,SMH-12-YZ,1400
1862,1588,E,99,WJZ-57-JD,1521
1863,1658,P,38,OPI-56-OW,1905
1864,1147,E,89,GBU-77-EM,1096
1865,1495,E,70,LNF-54-NB,1514
1866,1354,A,81,PUR-46-LF,1976
1867,1102,A,8,JMQ-15-YO,1999
1868,1830,E,62,TMC-46-OK,1685
1869,1001,E,74,JBP-06-CU,1607
1870,1251,E,46,XAO-68-HN,1431
1871,1400,E,27,SHO-32-SI,1147
1872,1774,A,11,MDQ-61-DB,1456
1873,1498,A,30,DUK-28-RZ,1582
1874,1171,A,67,CSS-74-GQ,1630
1875,1535,P,33,KZH-37-VL,1868
1876,1446,A,30,EAJ-80-FT,1842
1877,1338,P,13,YKZ-02-WI,1989
1878,1304,A,28,KRS-16-ZZ,1061
1879,1341,E,16,VBY-73-JO,1612
1880,1572,P,64,CAR-02-IV,1188
1881,1491,E,93,MZN-63-BO,1195
1882,1920,P,5,HKG-50-OI,1047
1883,1004,A,12,OGS-91-TC,1416
1884,1629,E,78,UTF-43-LO,1703
1885,1459,P,98,ZDY-41-DG,1826
1886,1326,E,88,CRH-02-DW,1299
1887,1893,A,10,FCP-00-FX,1915
1888,1857,A,81,SJM-22-WF,1226
1889,1256,E,21,LIU-80-XA,1932
1890,1173,E,42,ZTF-76-AI,1434
1891,1065,A,1,OTD-79-EA,1274
1892,1897,A,49,VCS-34-NZ,1781
1893,1493,A,44,HEP-79-DS,1050
1894,1093,P,10,UST-43-IC,1796
1895,1229,E,100,REL-70-YE,1100
1896,1170,P,72,QUA-96-WS,1449
1897,1220,A,19,GMJ-85-ZA,1555
1898,1930,P,75,JYO-93-GC,1736
1899,1790,E,27,VYS-92-TE,1008
1900,1816,P,65,NAO-83-FK,1298
1901,1625,P,63,FJY-82-HG,1058
1902,1175,A,96,BQH-68-KZ,1814
1903,1593,A,54,YBH-36-BD,1281
1904,1730,A,18,RZN-94-JX,1247
1905,1457,E,100,BSQ-08-TG,1545
1906,1611,E,31,HWF-05-YN,1039
1907,1966,A,57,TDB-19-YI,1009
1908,1454,A,53,MEZ-81-EW,1402
1909,1523,P,19,JTY-77-PC,1950
1910,1208,E,25,IJV-13-YS,1029
1911,1870,E,2,HLF-44-SP,1550
1912,1111,A,77,KCT-67-EZ,1799
1913,1954,E,81,STQ-47-KB,1791
1914,1863,P,92,PYJ-19-RE,1777
1915,1826,A,15,STA-28-ZB,1513
1916,1010,E,3,OGL-73-UF,1306
1917,1573,E,86,SIW-76-VX,1811
1918,1539,A,70,LNO-33-EX,1404
1919,1560,P,10,BSY-75-OS,1891
1920,1414,P,42,SAL-32-FS,1809
1921,1315,E,13,ZQZ-42-RM,1167
1922,1098,A,27,XDY-47-ZI,1073
1923,1967,P,40,ZHA-66-NB,1098
1924,1477,E,45,RQQ-59-WD,1742
1925,1794,E,36,UXU-00-RB,1349
1926,1261,P,87,FDL-12-QS,1294
1927,1333,P,81,RNN-55-OC,1563
1928,1047,A,97,FFG-49-IZ,1803
1929,1238,E,52,FIO-66-XJ,1889
1930,1753,P,97,DNA-11-RF,1617
1931,1422,P,29,DOI-98-KO,1190
1932,1219,A,66,NQM-94-BE,1245
1933,1917,P,44,BJR-60-ZJ,1656
1934,1468,P,60,QXP-61-YP,1172
1935,1313,E,8,YQJ-01-FG,1194
1936,1258,P,39,AII-59-WV,1033
1937,1694,P,68,BEU-43-RF,1971
1938,1783,A,17,QYR-87-XW,1951
1939,1195,P,55,JAF-91-ET,1965
1940,1382,E,40,DEW-55-PT,1079
1941,1269,A,59,SSX-16-QA,1149
1942,1919,A,70,VQF-30-ZZ,1453
1943,1964,P,86,UYK-32-BF,1283
1944,1301,A,68,DSI-99-FE,1378
1945,1076,E,8,BSZ-00-VQ,1487
1946,1556,A,58,IQF-34-GE,1693
1947,1557,E,57,QRH-17-OV,1653
1948,1728,E,67,OTT-90-PT,1602
1949,1342,E,81,LKU-12-YN,1191
1950,1387,P,14,MSA-94-AD,1558
1951,1025,E,89,KOI-12-CU,1833
1952,1384,A,67,BUZ-16-PD,1600
1953,1250,P,89,MMP-95-MA,1398
1954,1524,P,78,NHA-30-SC,1023
1955,1310,E,42,MVB-20-TY,1069
1956,1787,A,90,XSR-44-RC,1887
1957,1045,E,67,LVY-59-DF,1002
1958,1618,E,82,UOJ-26-QW,1448
1959,1020,E,83,ROU-97-EB,1205
1960,1335,P,56,VOP-37-HE,1681
1961,1008,E,84,YJD-24-FU,1575
1962,1635,A,80,PYA-22-CP,1070
1963,1501,A,26,RGS-47-WC,1341
1964,1537,P,90,XFZ-87-MN,1304
1965,1228,A,25,UOE-30-FS,1035
1966,1115,A,100,SIJ-90-XD,1331
1967,1303,E,88,HAE-94-IK,1506
1968,1015,E,60,STS-12-IO,1662
1969,1740,A,27,LAG-53-US,1325
1970,1053,E,81,KQY-68-KW,1498
1971,1844,E,77,FLW-74-BC,1975
1972,1574,P,81,ZRP-08-HD,1049
1973,1283,E,97,FSF-58-TS,1115
1974,1011,E,28,EYN-26-WC,1221
1975,1946,E,68,BOA-67-DE,1114
1976,1784,E,71,QGS-81-PY,1034
1977,1697,P,84,YBB-43-KE,1713
1978,1769,P,79,MQQ-91-KJ,1470
1979,1866,A,57,ETQ-82-TJ,1202
1980,1357,P,40,ATA-72-JD,1631
1981,1850,P,81,YTW-40-BM,1672
1982,1641,E,31,FQA-09-FY,1381
1983,1985,E,17,VZQ-60-EE,1332
1984,1295,A,77,ZCV-86-GR,1279
1985,1801,A,77,CBG-36-PV,1124
1986,1281,E,64,CXL-79-HH,1690
1987,1183,A,72,RRN-36-II,1297
1988,1957,E,4,QMC-44-MW,1969
1989,1204,E,81,JQQ-74-UA,1250
1990,1846,A,26,XPO-33-HR,1518
1991,1924,A,83,PBZ-47-SL,1486
1992,1236,E,59,MKM-15-KM,1432
1993,1666,A,48,PAU-42-RW,1268
1994,1124,A,88,ASI-38-GN,1360
1995,1721,A,70,QQY-96-EC,1189
1996,1320,A,22,OOF-42-NU,1397
1997,1988,E,51,NSL-52-MV,1755
1998,1515,P,20,MCT-02-BC,1792
1999,1873,A,39,UBE-62-VJ,1323
2000,1411,E,6,TPU-11-DN,1292
