id,idConsumidor,fecha,total,idBono
1776,1178,7/11/2023,69,1776
1777,1238,11/2/2023,52,1777
1778,1544,12/28/2023,95,1778
1779,1239,2/20/2024,29,1779
1780,1107,7/28/2023,3,1780
1781,1821,2/6/2024,6,1781
1782,1361,10/4/2023,60,1782
1783,1505,1/11/2024,87,1783
1784,1101,11/29/2023,24,1784
1785,1468,12/22/2023,65,1785
1786,1368,7/14/2023,13,1786
1787,1987,1/11/2024,89,1787
1788,1781,2/3/2024,5,1788
1789,1566,11/25/2023,88,1789
1790,1877,8/28/2023,59,1790
1791,1088,9/8/2023,86,1791
1792,1706,8/9/2023,89,1792
1793,1461,6/17/2023,82,1793
1794,1162,5/18/2023,48,1794
1795,1901,10/7/2023,38,1795
1796,1211,10/30/2023,73,1796
1797,1696,8/25/2023,48,1797
1798,1392,9/5/2023,48,1798
1799,1276,3/5/2024,13,1799
1800,1709,7/19/2023,99,1800
1801,1525,9/27/2023,5,1801
1802,1010,1/12/2024,34,1802
1803,1533,12/29/2023,85,1803
1804,1006,10/11/2023,23,1804
1805,1343,4/22/2023,4,1805
1806,1978,11/30/2023,48,1806
1807,1625,2/29/2024,45,1807
1808,1320,7/27/2023,19,1808
1809,1897,4/4/2024,55,1809
1810,1144,9/23/2023,63,1810
1811,1503,6/19/2023,89,1811
1812,1796,8/24/2023,56,1812
1813,1866,7/9/2023,97,1813
1814,1833,10/24/2023,41,1814
1815,1484,10/25/2023,52,1815
1816,1028,10/18/2023,69,1816
1817,1569,9/4/2023,50,1817
1818,1476,6/19/2023,92,1818
1819,1800,11/7/2023,75,1819
1820,1104,5/8/2023,82,1820
1821,1739,11/6/2023,80,1821
1822,1442,5/18/2023,12,1822
1823,1871,2/22/2024,92,1823
1824,1228,9/21/2023,54,1824
1825,1974,3/25/2024,76,1825
1826,1801,1/1/2024,38,1826
1827,1950,9/3/2023,94,1827
1828,1568,12/3/2023,70,1828
1829,1641,8/7/2023,68,1829
1830,1230,8/13/2023,40,1830
1831,1152,6/27/2023,80,1831
1832,1166,8/13/2023,24,1832
1833,1443,6/21/2023,19,1833
1834,1438,8/3/2023,99,1834
1835,1647,3/10/2024,47,1835
1836,1698,4/25/2023,20,1836
1837,1067,2/9/2024,8,1837
1838,1279,6/22/2023,61,1838
1839,1351,10/3/2023,4,1839
1840,1040,6/26/2023,80,1840
1841,1434,1/16/2024,51,1841
1842,1066,1/10/2024,40,1842
1843,1802,6/25/2023,38,1843
1844,1528,8/3/2023,41,1844
1845,1338,5/18/2023,85,1845
1846,1300,8/24/2023,43,1846
1847,1076,12/19/2023,6,1847
1848,1991,8/14/2023,83,1848
1849,1824,1/18/2024,39,1849
1850,1772,11/8/2023,34,1850
1851,1668,10/2/2023,97,1851
1852,1990,6/13/2023,67,1852
1853,1806,2/25/2024,60,1853
1854,1923,10/18/2023,40,1854
1855,1359,1/19/2024,33,1855
1856,1906,7/14/2023,10,1856
1857,1447,7/25/2023,77,1857
1858,1460,7/3/2023,21,1858
1859,1712,4/18/2023,86,1859
1860,1554,9/16/2023,10,1860
1861,1465,8/28/2023,56,1861
1862,1339,1/19/2024,53,1862
1863,1879,6/23/2023,60,1863
1864,1009,10/28/2023,4,1864
1865,1122,11/8/2023,38,1865
1866,1344,1/2/2024,41,1866
1867,1233,10/5/2023,96,1867
1868,1070,1/28/2024,49,1868
1869,1526,10/3/2023,85,1869
1870,1779,12/8/2023,5,1870
1871,1940,1/24/2024,21,1871
1872,1293,5/9/2023,38,1872
1873,1134,1/12/2024,38,1873
1874,1746,2/17/2024,98,1874
1875,1034,1/13/2024,80,1875
1876,1086,6/6/2023,98,1876
1877,1202,10/22/2023,100,1877
1878,1531,9/12/2023,48,1878
1879,1545,3/24/2024,87,1879
1880,1672,3/19/2024,51,1880
1881,1717,2/9/2024,5,1881
1882,1347,4/2/2024,58,1882
1883,1098,11/20/2023,49,1883
1884,1758,12/15/2023,48,1884
1885,1185,2/23/2024,53,1885
1886,1808,5/19/2023,23,1886
1887,1968,12/11/2023,22,1887
1888,1975,1/13/2024,43,1888
1889,1430,4/5/2024,100,1889
1890,1385,9/10/2023,24,1890
1891,1586,7/23/2023,70,1891
1892,1516,4/2/2024,86,1892
1893,1154,8/31/2023,42,1893
1894,1933,4/13/2023,3,1894
1895,1864,7/30/2023,84,1895
1896,1177,3/13/2024,18,1896
1897,1095,3/18/2024,57,1897
1898,1168,8/17/2023,81,1898
1899,1492,7/18/2023,96,1899
1900,1587,3/18/2024,27,1900
1901,1382,5/18/2023,1,1901
1902,1613,12/18/2023,60,1902
1903,1296,6/24/2023,70,1903
1904,1949,9/30/2023,2,1904
1905,1689,3/5/2024,61,1905
1906,1077,9/2/2023,91,1906
1907,1775,2/19/2024,30,1907
1908,1938,2/24/2024,96,1908
1909,1470,1/16/2024,70,1909
1910,1782,10/18/2023,34,1910
1911,1868,2/20/2024,100,1911
1912,1836,9/18/2023,53,1912
1913,1670,10/31/2023,9,1913
1914,1851,3/29/2024,82,1914
1915,1829,5/22/2023,34,1915
1916,1524,1/19/2024,28,1916
1917,1246,9/14/2023,92,1917
1918,1118,5/13/2023,3,1918
1919,1908,9/14/2023,54,1919
1920,1483,6/17/2023,95,1920
1921,1291,11/26/2023,4,1921
1922,1341,2/4/2024,90,1922
1923,1353,3/16/2024,27,1923
1924,1181,9/15/2023,54,1924
1925,1973,12/10/2023,34,1925
1926,1617,5/31/2023,26,1926
1927,1815,11/30/2023,66,1927
1928,1059,1/7/2024,67,1928
1929,1131,8/11/2023,1,1929
1930,1653,11/25/2023,81,1930
1931,1214,9/16/2023,32,1931
1932,1110,11/14/2023,59,1932
1933,1963,4/27/2023,72,1933
1934,1130,12/13/2023,44,1934
1935,1559,3/23/2024,55,1935
1936,1995,5/21/2023,85,1936
1937,1967,6/24/2023,12,1937
1938,1495,10/20/2023,16,1938
1939,1546,11/25/2023,84,1939
1940,1527,9/14/2023,52,1940
1941,1630,1/31/2024,4,1941
1942,1856,1/7/2024,97,1942
1943,1931,5/7/2023,37,1943
1944,1757,9/17/2023,16,1944
1945,1267,1/18/2024,3,1945
1946,1776,7/10/2023,87,1946
1947,1459,10/29/2023,56,1947
1948,1038,11/26/2023,14,1948
1949,1952,8/14/2023,57,1949
1950,1399,12/17/2023,24,1950
1951,1607,7/23/2023,81,1951
1952,1390,3/31/2024,51,1952
1953,1636,8/24/2023,84,1953
1954,1928,7/14/2023,17,1954
1955,1771,9/18/2023,24,1955
1956,1136,10/30/2023,66,1956
1957,1069,2/23/2024,95,1957
1958,1055,3/9/2024,56,1958
1959,1892,8/5/2023,66,1959
1960,1890,5/29/2023,20,1960
1961,1563,4/8/2024,4,1961
1962,1507,6/10/2023,47,1962
1963,1809,4/21/2023,35,1963
1964,1863,8/15/2023,95,1964
1965,1057,8/3/2023,54,1965
1966,1732,10/1/2023,66,1966
1967,1389,4/7/2024,69,1967
1968,1115,3/3/2024,57,1968
1969,1534,6/17/2023,71,1969
1970,1667,9/4/2023,93,1970
1971,1463,3/7/2024,31,1971
1972,1520,9/28/2023,18,1972
1973,1044,7/6/2023,5,1973
1974,1550,7/17/2023,91,1974
1975,1091,12/10/2023,25,1975
1976,1415,1/14/2024,23,1976
1977,1045,8/16/2023,36,1977
1978,1845,6/7/2023,44,1978
1979,1482,8/15/2023,29,1979
1980,1925,7/17/2023,5,1980
1981,1674,6/15/2023,94,1981
1982,1565,4/1/2024,96,1982
1983,1253,2/29/2024,38,1983
1984,1260,9/15/2023,71,1984
1985,1593,5/22/2023,57,1985
1986,1197,2/26/2024,93,1986
1987,1730,9/10/2023,31,1987
1988,1082,10/12/2023,10,1988
1989,1724,3/15/2024,92,1989
1990,1599,9/5/2023,58,1990
1991,1386,12/10/2023,17,1991
1992,1558,9/25/2023,64,1992
1993,1049,6/15/2023,16,1993
1994,1691,4/12/2024,17,1994
1995,1206,5/3/2023,77,1995
1996,1376,7/24/2023,35,1996
1997,1904,10/3/2023,2,1997
1998,1651,8/13/2023,20,1998
1999,1793,5/23/2023,65,1999
2000,1029,2/10/2024,64,2000
