nit,nombre,tipoNegocio,cantidadDesAli,cantidadAliVen,cantidadAliDon,idDonacion
1582,te73T8cK,COE,29,97,58,1582
1583,9Jkd19vC,PYM,1,33,98,1583
1584,By8qVVBD,COE,41,48,1,1584
1585,Ma3K9QB1,PYM,38,10,16,1585
1586,8y2Tr8G6,COE,14,72,24,1586
1587,Pl85XYW5,COE,82,97,96,1587
1588,4hLn9A53,PYM,60,88,0,1588
1589,cywME41F,COE,6,90,77,1589
1590,Ks17787a,PYM,37,60,45,1590
1591,jTiIW0N0,PYM,86,35,38,1591
1592,Hf32JhoM,PYM,82,22,92,1592
1593,7H8bZOJV,PYM,43,81,67,1593
1594,iQ8uMp78,PYM,89,24,74,1594
1595,F3KqkXdX,PYM,53,21,62,1595
1596,m28NlVeS,COE,86,76,6,1596
1597,tm232v72,COE,73,81,55,1597
1598,c6HOn087,PYM,38,63,8,1598
1599,Vu5I77pt,PYM,40,32,62,1599
1600,99W65K0j,PYM,0,38,57,1600
1601,175Zuepb,COE,83,60,3,1601
1602,vw3hO9Gb,PYM,60,71,17,1602
1603,Qs2UC7zm,PYM,80,70,52,1603
1604,VP4Ue26s,PYM,28,35,77,1604
1605,ulhGIklZ,PYM,54,17,92,1605
1606,n09qgV5S,PYM,87,98,88,1606
1607,1OYE6Q20,PYM,52,38,80,1607
1608,GifcLujW,COE,82,21,82,1608
1609,1I1wdqfY,PYM,86,70,48,1609
1610,5Yk70sd2,COE,8,71,53,1610
1611,x8o72y2x,COE,43,71,57,1611
1612,PTLnye1m,PYM,19,40,0,1612
1613,7ca1AEUI,COE,92,6,24,1613
1614,Vi18PJDO,PYM,8,97,73,1614
1615,KR7KQk4r,COE,50,38,1,1615
1616,C96oUX33,COE,59,47,7,1616
1617,0K14x7IV,COE,50,14,80,1617
1618,lDt4LJ5a,PYM,66,96,49,1618
1619,s08ugAfO,COE,29,17,75,1619
1620,m94iKPy2,PYM,87,57,73,1620
1621,VZOHZTj4,COE,3,60,14,1621
1622,g8SO3FJD,COE,25,13,77,1622
1623,ghIT0Ly4,PYM,99,0,19,1623
1624,L2lxoHM9,COE,82,19,50,1624
1625,0PG828OH,COE,53,65,64,1625
1626,Vm26dBPx,COE,49,66,62,1626
1627,v1O24CC4,PYM,50,85,37,1627
1628,l0LKa8aT,COE,19,50,24,1628
1629,jt6BQDjj,PYM,61,99,34,1629
1630,3p4cGy6G,PYM,78,53,83,1630
1631,255vps8Y,COE,88,67,68,1631
1632,2iJ0o3lN,COE,26,41,30,1632
1633,993IgIlw,COE,34,52,49,1633
1634,D6GE1oF3,COE,84,98,41,1634
1635,K9l2q201,COE,58,33,77,1635
1636,WNL6V3Wc,PYM,23,89,44,1636
1637,kj9Pq0GV,COE,53,21,13,1637
1638,Mg3sims4,COE,32,10,73,1638
1639,x0AuFllS,PYM,11,5,74,1639
1640,Ibq0C9A6,COE,74,26,46,1640
1641,f62sV3kr,PYM,29,99,9,1641
1642,bnJ8eCuH,COE,99,6,53,1642
1643,qZ8tutFp,PYM,78,88,13,1643
1644,1E8hbkYU,PYM,87,73,23,1644
1645,e40N90TK,PYM,22,36,53,1645
1646,n8JI0J49,COE,14,62,20,1646
1647,Jzx2Oi5J,COE,64,81,22,1647
1648,tqt6vUB1,PYM,8,0,25,1648
1649,7Wp3Fd4a,PYM,64,71,47,1649
1650,Au41Lx7Z,PYM,32,55,47,1650
1651,5k89JSM3,PYM,83,55,0,1651
1652,k9Y7Lgy7,COE,58,64,31,1652
1653,v5wseW15,PYM,46,18,81,1653
1654,npJFaZJ1,PYM,4,51,38,1654
1655,tu6smiCM,PYM,84,77,77,1655
1656,053TiG28,PYM,24,72,55,1656
1657,9ducdyF5,PYM,48,38,76,1657
1658,6C6C9dI1,COE,17,4,3,1658
1659,2A162mDq,PYM,19,22,83,1659
1660,jta10H8X,PYM,5,52,61,1660
1661,Gzyrae9T,COE,98,39,64,1661
1662,N5jJ2k09,COE,100,97,100,1662
1663,Zz7ay2li,COE,35,70,49,1663
1664,Yox56BI2,COE,21,19,63,1664
1665,U68y9whD,COE,3,55,2,1665
1666,cpnrsPj6,COE,31,41,5,1666
1667,zs2844sv,PYM,59,30,53,1667
1668,9jlQVobJ,COE,4,74,88,1668
1669,k4Nx7969,COE,29,19,10,1669
1670,Mjm4Q5YI,PYM,23,68,68,1670
1671,AJDN61EH,COE,54,77,28,1671
1672,KzlGv3ml,PYM,24,35,55,1672
1673,ERC9V7Dl,PYM,27,64,19,1673
1674,9q5s474W,COE,53,81,6,1674
1675,0T57dBI8,COE,16,24,45,1675
1676,Xc6dsu7H,COE,64,100,92,1676
1677,N8qyn880,PYM,99,32,23,1677
1678,KE17l8UN,COE,64,90,42,1678
1679,qMlMVjp9,PYM,97,54,41,1679
1680,sVsIT4ul,COE,86,79,73,1680
1681,i81q7w8o,PYM,7,1,55,1681
1682,yJE9010v,PYM,16,22,46,1682
1683,z5E8604m,PYM,29,61,60,1683
1684,VYPvqKkC,PYM,9,10,53,1684
1685,69VJjf6j,PYM,81,39,55,1685
1686,IPsy57L0,PYM,54,72,58,1686
1687,a9m6INgL,COE,1,42,36,1687
1688,4MedK8y2,PYM,12,100,72,1688
1689,9829V49a,PYM,9,14,95,1689
1690,63ZTRw53,COE,94,52,99,1690
1691,0F6O7kZb,PYM,72,57,39,1691
1692,wi8PdpBQ,PYM,7,68,22,1692
1693,z91ZfcbI,COE,86,78,99,1693
1694,724N5W7b,PYM,14,15,8,1694
1695,S3LSh9zk,COE,90,49,98,1695
1696,T908IQ25,COE,31,16,6,1696
1697,4QP08b9M,PYM,77,90,100,1697
1698,7O9yxl46,PYM,7,26,61,1698
1699,JbznOqhy,COE,55,23,79,1699
1700,1jXt8vED,COE,97,69,79,1700
1701,63EOkT0y,PYM,79,81,10,1701
1702,GA0f0yv1,COE,85,87,4,1702
1703,AzXxAVei,COE,6,85,11,1703
1704,3vV4lAh8,COE,61,25,50,1704
1705,QJFh2q12,COE,32,50,16,1705
1706,Wf194een,PYM,78,30,24,1706
1707,7N5jPh5h,PYM,62,82,55,1707
1708,t7KFW7K9,PYM,2,66,46,1708
1709,1fT9XtTG,COE,52,30,77,1709
1710,m4Brc6Qo,PYM,23,99,74,1710
1711,SABUjpIs,PYM,22,95,21,1711
1712,Lq3x33K3,PYM,61,46,43,1712
1713,j4Vd476Z,COE,82,85,28,1713
1714,93G83K90,PYM,98,10,90,1714
1715,VkM0tvE8,COE,66,52,1,1715
1716,63SQRZb8,PYM,89,57,42,1716
1717,5836ZU3Z,PYM,41,92,79,1717
1718,QiP8Lz2r,PYM,9,42,61,1718
1719,Yd5di88T,PYM,26,35,85,1719
1720,5uK63eN4,COE,13,43,6,1720
1721,4Ru86m16,COE,88,35,48,1721
1722,UmB02NTL,COE,45,16,10,1722
1723,gevh4blj,PYM,41,54,64,1723
1724,vJ54k1Cs,COE,22,80,63,1724
1725,gCNj55tB,PYM,53,38,38,1725
1726,HrJqh0IT,PYM,30,75,9,1726
1727,T5I54453,PYM,59,23,65,1727
1728,b3QWGt6K,PYM,95,90,83,1728
1729,9m0xuO9N,COE,85,46,63,1729
1730,1t24Pm39,PYM,35,58,8,1730
1731,jvSG1QaX,PYM,0,26,58,1731
1732,48Z7Dg94,COE,82,57,41,1732
1733,0R2yr7g3,COE,12,78,22,1733
1734,BUfW7ukt,COE,15,50,28,1734
1735,8arK5aOu,COE,35,38,71,1735
1736,yY9D7qTO,PYM,43,31,44,1736
1737,gZ2umeR6,COE,3,79,83,1737
1738,57m68K6p,PYM,96,67,28,1738
1739,qu3Tb80I,PYM,58,23,4,1739
1740,iq44v0hy,COE,78,56,3,1740
1741,76peCYC9,PYM,40,100,85,1741
1742,s9CMR0L9,PYM,64,96,13,1742
1743,Hc89Bd93,COE,38,80,40,1743
1744,eNsD7H53,PYM,34,22,76,1744
1745,j4SZGWa7,COE,48,76,13,1745
1746,hM91kq80,COE,71,42,9,1746
1747,GW05wRt0,COE,67,45,36,1747
1748,9J0T7F7C,COE,50,75,41,1748
1749,YrO2SWKn,PYM,59,42,14,1749
1750,7newPHlX,PYM,88,64,30,1750
1751,8GVGFx9P,COE,17,75,98,1751
1752,69Uww2GR,COE,19,51,71,1752
1753,26bYzA74,COE,55,55,15,1753
1754,p3ZQZHqI,PYM,99,97,90,1754
1755,7tV3zkas,COE,69,49,37,1755
1756,05Dud1pD,PYM,64,54,34,1756
1757,XF5r23iI,COE,54,3,24,1757
1758,oVWl8gxB,PYM,13,39,44,1758
1759,YH94070G,COE,37,95,23,1759
1760,209MNDIB,COE,60,36,36,1760
1761,OJ3exxtc,PYM,41,50,53,1761
1762,Vt0SBc49,COE,66,60,97,1762
1763,YBOvrop0,COE,83,87,53,1763
1764,4CTdxGCZ,COE,9,30,62,1764
1765,C3x27017,PYM,96,40,54,1765
1766,u5OfHjoz,COE,40,42,42,1766
1767,oRMZZPab,COE,69,58,94,1767
1768,zuSdNhsf,COE,83,64,61,1768
1769,nIyhPf3Z,PYM,55,12,64,1769
1770,28plEX2p,PYM,21,93,22,1770
1771,QLwXhVyW,PYM,56,89,46,1771
1772,z48e0on3,PYM,44,1,4,1772
1773,1tC7i7vL,COE,47,40,65,1773
1774,y3i12V8T,PYM,23,78,29,1774
1775,4tJ6pHlo,PYM,14,20,39,1775
1776,7sgwhSP7,COE,74,12,87,1776
1777,17Jgg3jz,COE,19,25,30,1777
1778,8zplQVla,COE,7,25,92,1778
1779,Z4b39tB7,PYM,21,4,76,1779
1780,c4h5O9jr,COE,14,22,27,1780
1781,ovHgSvH9,COE,51,38,42,1781
1782,d3TQuj54,PYM,75,49,87,1782
1783,nqMoFJIU,PYM,35,13,95,1783
1784,QiY8MLj7,COE,31,25,67,1784
1785,rD619I85,COE,90,53,44,1785
1786,esGXVLtv,COE,39,84,90,1786
1787,256PQ48e,COE,100,95,34,1787
1788,K7T01SMh,COE,89,2,50,1788
1789,p9d2m00Z,PYM,12,43,66,1789
1790,683GlFg6,COE,26,39,75,1790
1791,9AHyy06h,COE,93,84,66,1791
1792,4OF15USr,COE,93,83,29,1792
1793,KQagclyT,COE,44,1,79,1793
1794,xQx5WNow,COE,93,51,85,1794
1795,2rM6J2Qt,PYM,83,76,38,1795
1796,5cfZ8QGc,PYM,92,100,7,1796
1797,cTlmz23R,COE,58,56,32,1797
1798,R9nnf2WD,COE,89,1,29,1798
1799,5eiP6zX3,PYM,91,7,61,1799
1800,msSBn6Zw,PYM,12,24,40,1800
1801,I7s0uhi9,PYM,75,43,33,1801
1802,XEAUeN6t,PYM,17,98,32,1802
1803,5JiZ5sWI,COE,97,88,66,1803
1804,6oSvY8z3,COE,68,0,59,1804
1805,dOcyi8cE,PYM,14,68,0,1805
1806,d3nhIk5i,COE,63,2,32,1806
1807,X2DnTz19,COE,7,76,27,1807
1808,CVC2RfGy,PYM,22,19,61,1808
1809,Z84iSB2z,COE,12,13,73,1809
1810,q5K2kbc6,COE,9,35,99,1810
1811,C5gZUm2G,COE,58,38,69,1811
1812,cR116hCH,COE,60,40,93,1812
1813,MXlZ8DFj,PYM,9,48,71,1813
1814,FC2KmvaG,COE,36,97,100,1814
1815,RLnd46B1,PYM,86,0,32,1815
1816,abE9SeFO,COE,21,7,82,1816
1817,sQjcR42J,PYM,50,85,42,1817
1818,59q3cwu9,COE,16,13,65,1818
1819,9xYT75Ew,COE,91,16,44,1819
1820,7WpLX6DQ,PYM,82,27,100,1820
1821,gu5Gi7vl,COE,60,71,64,1821
1822,0g1Ty91T,COE,53,43,8,1822
1823,JFn0seqo,COE,58,2,47,1823
1824,m3uV3a2F,PYM,64,43,99,1824
1825,4nifnq95,PYM,33,86,43,1825
1826,R41H1a4U,COE,63,74,16,1826
1827,8fANDAaL,PYM,97,2,88,1827
1828,4l8U49rx,PYM,68,56,76,1828
1829,VDZzGcEi,PYM,59,50,60,1829
1830,95Ak9833,COE,20,60,95,1830
1831,qgsyNBdU,COE,65,75,93,1831
1832,0Qnpa3UM,PYM,66,78,81,1832
1833,cmg3sTRZ,PYM,90,32,97,1833
1834,wQ16FIvt,PYM,94,90,48,1834
1835,OgMm58oW,COE,32,42,36,1835
1836,bIl4vZ7v,PYM,64,86,26,1836
1837,415JwHRg,PYM,35,95,19,1837
1838,dNz7sS0d,PYM,80,66,14,1838
1839,C2DPk6yE,PYM,18,92,1,1839
1840,4zOYm68A,PYM,96,100,54,1840
1841,5fhVdI1O,COE,25,23,91,1841
1842,oDyH6aru,COE,41,95,34,1842
1843,Zs9g2efs,PYM,88,64,53,1843
1844,0e8k1N94,COE,53,69,79,1844
1845,C7qv9pml,COE,70,83,57,1845
1846,E371U9l4,COE,63,25,94,1846
1847,84Is92zw,COE,28,28,62,1847
1848,MPonRA2n,PYM,93,16,57,1848
1849,4sUG11c1,COE,73,91,40,1849
1850,mQs3tRD1,COE,16,32,73,1850
1851,rCP59a38,PYM,78,40,53,1851
1852,8s5LP36N,PYM,88,20,21,1852
1853,9ZbgbwT2,COE,84,17,21,1853
1854,Vg4sNzL8,COE,46,56,48,1854
1855,NNhyMI4y,COE,12,24,85,1855
1856,Wjs1k7gl,COE,49,92,14,1856
1857,53fSA7XM,COE,16,26,69,1857
1858,TPtu7kxU,COE,75,9,26,1858
1859,9p42dLZA,PYM,91,66,77,1859
1860,eysu8wSv,COE,49,11,20,1860
1861,Lb71eVB2,PYM,55,73,86,1861
1862,8HKE895u,PYM,100,76,3,1862
1863,G720510q,PYM,32,86,39,1863
1864,21q8332R,COE,1,99,8,1864
1865,khsmyFTy,PYM,18,93,29,1865
1866,EXRw8RNH,PYM,100,16,71,1866
1867,SGCUzjm6,PYM,61,35,30,1867
1868,hJhr6nsD,COE,0,22,78,1868
1869,45CfI2g9,PYM,65,83,84,1869
1870,o22M5CYB,PYM,49,68,6,1870
1871,440pqh69,PYM,39,18,5,1871
1872,lJqZFkl3,PYM,78,45,24,1872
1873,6HldVW37,PYM,38,77,81,1873
1874,LgX1x9vY,PYM,99,87,41,1874
1875,56807NCe,PYM,62,37,48,1875
1876,1s5TEqL0,PYM,58,7,57,1876
1877,MQvK1l51,PYM,46,48,77,1877
1878,EHFCn3Hf,COE,89,64,16,1878
1879,96qX3v26,PYM,51,26,54,1879
1880,2fJkhVA7,COE,73,93,59,1880
1881,s1BMVOx2,COE,94,89,100,1881
1882,Uit11I29,PYM,55,55,39,1882
1883,f9Xo4RSR,COE,65,6,41,1883
1884,9h0a32XE,PYM,67,31,48,1884
1885,alU631kR,PYM,58,13,96,1885
1886,MIeo7pDZ,COE,99,45,49,1886
1887,C2nz787J,COE,37,43,80,1887
1888,93574N6V,PYM,18,85,92,1888
1889,56R57Z0i,COE,58,56,38,1889
1890,qUQPRZ3s,PYM,1,83,48,1890
1891,sjO3pG99,COE,64,52,2,1891
1892,bCqzej7j,PYM,98,38,13,1892
1893,kMZ0h2R0,COE,24,90,88,1893
1894,rG1778Yo,COE,25,59,45,1894
1895,5t4b9Iy0,PYM,94,16,71,1895
1896,Iwujj0rK,PYM,55,46,23,1896
1897,s7VicFQO,COE,26,59,40,1897
1898,fnWwl54u,COE,9,6,30,1898
1899,g0Iv05HA,PYM,26,13,14,1899
1900,FC9ly5AL,COE,90,74,40,1900
1901,5Hw82XM8,COE,97,32,11,1901
1902,DqkkAN86,COE,100,9,82,1902
1903,wmjbW0t8,COE,85,35,17,1903
1904,Dt92l2Td,COE,45,96,32,1904
1905,W7lc7rkV,PYM,12,58,67,1905
1906,X90iXrIU,COE,23,72,16,1906
1907,mm8D34FE,PYM,86,68,93,1907
1908,2A99lOQG,COE,52,82,47,1908
1909,mIR3084H,COE,62,84,76,1909
1910,p9FTdHkn,PYM,50,80,36,1910
1911,tp6s8FVs,COE,24,79,50,1911
1912,zW90w8Da,PYM,3,82,56,1912
1913,bf56p952,COE,82,39,100,1913
1914,mCYBAH3n,COE,74,89,55,1914
1915,nsyXEN86,PYM,20,46,33,1915
1916,P09o56xQ,PYM,58,40,55,1916
1917,3KpgtwL0,PYM,94,8,31,1917
1918,gQW6EdT6,PYM,99,66,40,1918
1919,U5OTbgQ2,COE,90,18,57,1919
1920,zRGC5hn6,COE,82,56,37,1920
1921,78rn23vY,COE,43,0,76,1921
1922,gC0DfMx6,COE,13,7,3,1922
1923,hd6Dq35B,COE,85,51,18,1923
1924,sGxBC5O0,PYM,91,44,47,1924
1925,m6Z7CluN,COE,55,45,75,1925
1926,mFOW2S6d,COE,29,55,72,1926
1927,Ghzp92gv,COE,27,42,51,1927
1928,qq41geZ4,PYM,36,4,66,1928
1929,n8Z815db,PYM,60,15,50,1929
1930,XTP37Lc2,COE,29,24,28,1930
1931,0lNgh1EA,PYM,11,90,65,1931
1932,BpzVM81f,PYM,53,46,98,1932
1933,DCcj5UDT,PYM,93,66,54,1933
1934,Wh598KwD,COE,7,31,9,1934
1935,71GN4n29,PYM,99,85,8,1935
1936,192J0k5n,PYM,96,35,98,1936
1937,91VXkdu1,COE,39,92,4,1937
1938,32yw5b1Z,PYM,90,62,95,1938
1939,YZZ0dAq3,COE,74,91,46,1939
1940,W527dWR9,COE,47,98,3,1940
1941,wm1V566g,COE,86,0,34,1941
1942,U4b1E77t,COE,55,48,35,1942
1943,550x6M42,PYM,14,87,68,1943
1944,jcGr8qV1,COE,80,99,89,1944
1945,Gpy6my1Q,COE,82,14,76,1945
1946,be5103Y5,COE,82,22,38,1946
1947,BwaMbG59,PYM,19,72,82,1947
1948,nJrUlJ0J,COE,14,69,59,1948
1949,bVshFvL5,PYM,88,75,83,1949
1950,7jNeP6ZG,PYM,39,70,64,1950
1951,lfOwuivZ,PYM,55,65,68,1951
1952,H37gnoZz,PYM,59,73,50,1952
1953,CemsjUG9,COE,14,90,2,1953
1954,1ou57B3B,COE,30,18,48,1954
1955,Wse8D8Rd,COE,18,80,95,1955
1956,ZF554QK7,COE,45,69,36,1956
1957,87yR40eY,COE,7,12,32,1957
1958,zm3SVqTo,COE,44,55,62,1958
1959,0oHj13RW,COE,72,78,34,1959
1960,f1ZN625H,PYM,48,56,42,1960
1961,8w0gh62n,PYM,35,95,1,1961
1962,69A7QaVX,PYM,70,18,25,1962
1963,Dx8d3uAF,PYM,71,82,23,1963
1964,50e5eMI1,COE,4,36,92,1964
1965,gZpaM95G,COE,34,9,73,1965
1966,j3T4v0jt,PYM,43,67,59,1966
1967,7bgZppM0,COE,25,11,1,1967
1968,0NV41mar,PYM,69,90,3,1968
1969,aCUBCVWY,PYM,16,12,3,1969
1970,w1ms38aS,COE,70,56,32,1970
1971,3MWf37jv,COE,20,27,85,1971
1972,7xQsuXI8,COE,17,25,23,1972
1973,I1lO23Vc,COE,3,32,17,1973
1974,URt4Lt3H,PYM,71,78,35,1974
1975,EH04nUhE,COE,57,10,28,1975
1976,GTsZjs20,COE,57,12,77,1976
1977,9OJgl826,COE,55,68,2,1977
1978,o7ctBu60,PYM,89,25,21,1978
1979,4337QjW7,PYM,3,39,93,1979
1980,fBPlPcV2,COE,61,39,60,1980
1981,Z9YB8w0z,PYM,96,35,9,1981
1982,bHj13OdU,COE,86,74,20,1982
1983,Bx98rPgY,PYM,54,73,24,1983
1984,9pwv6Tyl,COE,83,3,45,1984
1985,PzFeu1xK,COE,74,93,1,1985
1986,7D931t15,COE,20,33,92,1986
1987,2WRL36HB,COE,32,58,81,1987
1988,B8ltFZ2E,COE,71,50,78,1988
1989,eOeav16c,COE,10,88,92,1989
1990,Y0V50H1o,PYM,72,1,70,1990
1991,YtrbE15Z,PYM,51,22,97,1991
1992,0pdUUD3V,PYM,63,56,73,1992
1993,sEa5L7xF,PYM,4,18,35,1993
1994,2vBrj4i4,COE,34,12,35,1994
1995,e7DTordJ,PYM,11,71,56,1995
1996,R3oKbA7L,PYM,78,22,36,1996
1997,7I1z0q48,PYM,72,66,100,1997
1998,rws96l49,PYM,32,22,42,1998
1999,1OBkx1i6,COE,16,15,1,1999
2000,viq8Kln1,COE,84,92,29,2000
