idPlato,nitEmpresa,fechaCaducidad,unidadesDisponibles
1930,1930,5/24/2023,58
1931,1931,3/4/2024,86
1932,1932,5/25/2023,42
1933,1933,1/3/2024,62
1934,1934,2/21/2024,61
1935,1935,2/2/2024,79
1936,1936,7/9/2023,6
1937,1937,10/14/2023,43
1938,1938,7/4/2023,95
1939,1939,7/2/2023,36
1940,1940,10/17/2023,55
1941,1941,5/25/2023,17
1942,1942,3/29/2024,65
1943,1943,10/31/2023,76
1944,1944,7/6/2023,95
1945,1945,5/27/2023,86
1946,1946,5/22/2023,9
1947,1947,12/30/2023,29
1948,1948,8/24/2023,88
1949,1949,4/2/2024,44
1950,1950,11/23/2023,77
1951,1951,3/25/2024,68
1952,1952,7/30/2023,14
1953,1953,12/23/2023,30
1954,1954,6/18/2023,3
1955,1955,1/21/2024,72
1956,1956,6/2/2023,23
1957,1957,9/5/2023,55
1958,1958,8/24/2023,69
1959,1959,1/25/2024,42
1960,1960,8/10/2023,22
1961,1961,5/23/2023,65
1962,1962,4/28/2023,81
1963,1963,10/20/2023,69
1964,1964,9/2/2023,6
1965,1965,8/4/2023,54
1966,1966,3/14/2024,34
1967,1967,7/8/2023,7
1968,1968,3/20/2024,22
1969,1969,11/10/2023,38
1970,1970,9/4/2023,90
1971,1971,12/31/2023,70
1972,1972,1/25/2024,39
1973,1973,3/22/2024,77
1974,1974,3/11/2024,19
1975,1975,12/24/2023,22
1976,1976,9/24/2023,67
1977,1977,2/26/2024,82
1978,1978,4/5/2024,77
1979,1979,3/16/2024,24
1980,1980,6/9/2023,62
1981,1981,12/13/2023,28
1982,1982,12/9/2023,45
1983,1983,12/29/2023,36
1984,1984,5/27/2023,99
1985,1985,9/13/2023,17
1986,1986,8/5/2023,28
1987,1987,11/24/2023,14
1988,1988,5/31/2023,38
1989,1989,5/8/2023,32
1990,1990,2/6/2024,35
1991,1991,7/24/2023,60
1992,1992,3/24/2024,32
1993,1993,8/4/2023,24
1994,1994,7/28/2023,22
1995,1995,3/7/2024,99
1996,1996,8/12/2023,74
1997,1997,9/23/2023,80
1998,1998,7/5/2023,77
1999,1999,4/10/2024,77
2000,2000,2/15/2024,19
