id,idConsumidor,nitEmpresa,estado,porcentajeDescuento ,valor
1659,1806,1514,BONOBDAY,79,27
1660,1869,1531,INVITAMIGO,70,37
1661,1160,1727,COMBOPROMO,82,34
1662,1732,1805,DESC10,80,41
1663,1678,1199,OFERTA20,53,47
1664,1656,1854,DESC10,28,46
1665,1939,1999,BONOBDAY,41,10
1666,1373,1223,ANIVERSARIO,61,74
1667,1465,1117,HAPPYHOUR,32,9
1668,1460,1723,BIENVENIDO,90,7
1669,1554,1236,BONOBDAY,46,22
1670,1772,1389,HAPPYHOUR,60,15
1671,1438,1089,HAPPYHOUR,59,2
1672,1892,1565,HAPPYHOUR,84,66
1673,1866,1604,COMBOPROMO,61,48
1674,1740,1068,BONOBDAY,19,57
1675,1508,1118,BONOBDAY,90,99
1676,1192,1311,INVITAMIGO,83,48
1677,1581,1596,INVITAMIGO,13,80
1678,1528,1505,HAPPYHOUR,68,6
1679,1899,1918,DESC10,80,54
1680,1266,1011,ANIVERSARIO,90,38
1681,1261,1488,FREESHIP,91,71
1682,1502,1976,BIENVENIDO,1,90
1683,1891,1761,DESC10,50,17
1684,1889,1696,COMBOPROMO,45,82
1685,1185,1401,DESC10,43,18
1686,1995,1157,INVITAMIGO,94,41
1687,1797,1164,ANIVERSARIO,38,32
1688,1813,1029,FREESHIP,22,44
1689,1222,1969,OFERTA20,51,69
1690,1391,1315,OFERTA20,94,55
1691,1112,1694,BIENVENIDO,67,30
1692,1702,1515,DESC10,60,42
1693,1854,1816,HAPPYHOUR,97,37
1694,1249,1038,BIENVENIDO,84,60
1695,1399,1419,BIENVENIDO,28,66
1696,1717,1091,DESC10,50,49
1697,1811,1333,BONOBDAY,32,2
1698,1829,1557,DESC10,58,21
1699,1386,1558,ANIVERSARIO,53,97
1700,1821,1429,HAPPYHOUR,5,16
1701,1842,1499,HAPPYHOUR,86,53
1702,1619,1686,HAPPYHOUR,62,64
1703,1517,1149,BIENVENIDO,35,24
1704,1959,1022,COMBOPROMO,34,49
1705,1971,1200,FREESHIP,35,47
1706,1853,1331,FREESHIP,5,21
1707,1043,1534,BONOBDAY,10,64
1708,1651,1739,HAPPYHOUR,43,35
1709,1968,1109,OFERTA20,22,48
1710,1357,1992,DESC10,36,95
1711,1716,1577,OFERTA20,45,91
1712,1413,1852,ANIVERSARIO,66,81
1713,1197,1023,BONOBDAY,92,39
1714,1328,1448,BIENVENIDO,99,72
1715,1985,1748,DESC10,20,6
1716,1907,1347,ANIVERSARIO,4,27
1717,1145,1388,ANIVERSARIO,84,9
1718,1685,1411,DESC10,41,21
1719,1816,1945,HAPPYHOUR,17,28
1720,1639,1929,COMBOPROMO,19,57
1721,1380,1386,BONOBDAY,84,2
1722,1248,1641,HAPPYHOUR,68,67
1723,1263,1132,COMBOPROMO,52,84
1724,1447,1129,COMBOPROMO,56,88
1725,1992,1591,ANIVERSARIO,22,97
1726,1941,1250,INVITAMIGO,76,39
1727,1759,1354,DESC10,36,10
1728,1912,1807,ANIVERSARIO,16,35
1729,1669,1841,COMBOPROMO,59,79
1730,1719,1501,COMBOPROMO,63,4
1731,1082,1301,BONOBDAY,56,76
1732,1897,1378,DESC10,23,12
1733,1749,1842,INVITAMIGO,29,39
1734,1046,1878,HAPPYHOUR,33,44
1735,1241,1041,DESC10,22,65
1736,1050,1367,ANIVERSARIO,26,25
1737,1587,1256,COMBOPROMO,8,40
1738,1052,1484,COMBOPROMO,59,82
1739,1002,1720,COMBOPROMO,32,18
1740,1009,1349,COMBOPROMO,52,47
1741,1975,1917,BIENVENIDO,89,35
1742,1840,1585,ANIVERSARIO,61,1
1743,1404,1987,COMBOPROMO,43,71
1744,1113,1467,BIENVENIDO,8,32
1745,1478,1461,ANIVERSARIO,82,68
1746,1238,1209,INVITAMIGO,65,18
1747,1881,1229,BONOBDAY,36,89
1748,1115,1818,BONOBDAY,11,11
1749,1981,1950,INVITAMIGO,37,37
1750,1808,1584,DESC10,48,60
1751,1021,1493,DESC10,4,51
1752,1072,1509,DESC10,99,33
1753,1003,1935,BONOBDAY,34,1
1754,1416,1242,OFERTA20,42,3
1755,1677,1563,OFERTA20,96,63
1756,1281,1066,FREESHIP,67,93
1757,1601,1434,HAPPYHOUR,65,78
1758,1196,1524,BIENVENIDO,53,63
1759,1457,1082,OFERTA20,95,96
1760,1273,1617,COMBOPROMO,14,91
1761,1187,1605,BONOBDAY,56,21
1762,1335,1147,DESC10,87,67
1763,1247,1302,BONOBDAY,81,47
1764,1141,1885,INVITAMIGO,28,79
1765,1953,1079,COMBOPROMO,23,64
1766,1087,1106,HAPPYHOUR,57,68
1767,1870,1848,OFERTA20,18,92
1768,1193,1538,ANIVERSARIO,74,39
1769,1044,1980,FREESHIP,8,99
1770,1838,1628,BIENVENIDO,97,80
1771,1693,1952,FREESHIP,26,49
1772,1570,1943,BIENVENIDO,27,6
1773,1959,1681,BONOBDAY,41,99
1774,1842,1047,HAPPYHOUR,90,81
1775,1542,1750,COMBOPROMO,33,34
1776,1178,1959,OFERTA20,86,93
1777,1238,1895,DESC10,44,42
1778,1544,1421,ANIVERSARIO,37,26
1779,1239,1007,COMBOPROMO,30,37
1780,1107,1819,OFERTA20,57,7
1781,1821,1371,INVITAMIGO,78,39
1782,1361,1614,COMBOPROMO,28,64
1783,1505,1523,ANIVERSARIO,12,15
1784,1101,1784,BIENVENIDO,34,45
1785,1468,1402,BONOBDAY,10,21
1786,1368,1459,DESC10,61,55
1787,1987,1278,COMBOPROMO,49,96
1788,1781,1915,BONOBDAY,95,41
1789,1566,1923,DESC10,27,46
1790,1877,1016,FREESHIP,47,36
1791,1088,1740,BIENVENIDO,26,25
1792,1706,1094,BIENVENIDO,21,31
1793,1461,1973,ANIVERSARIO,69,27
1794,1162,1190,FREESHIP,83,72
1795,1901,1968,INVITAMIGO,3,80
1796,1211,1872,FREESHIP,86,28
1797,1696,1777,HAPPYHOUR,93,62
1798,1392,1585,COMBOPROMO,35,95
1799,1276,1021,FREESHIP,34,21
1800,1709,1511,BIENVENIDO,39,36
1801,1525,1344,BONOBDAY,82,7
1802,1010,1407,DESC10,1,16
1803,1533,1971,INVITAMIGO,20,80
1804,1006,1232,ANIVERSARIO,18,20
1805,1343,1306,DESC10,40,33
1806,1978,1322,HAPPYHOUR,87,39
1807,1625,1054,HAPPYHOUR,30,79
1808,1320,1229,FREESHIP,55,57
1809,1897,1075,DESC10,86,53
1810,1144,1563,COMBOPROMO,37,39
1811,1503,1157,BIENVENIDO,53,75
1812,1796,1869,HAPPYHOUR,45,99
1813,1866,1764,ANIVERSARIO,50,68
1814,1833,1488,BIENVENIDO,5,11
1815,1484,1109,INVITAMIGO,85,21
1816,1028,1816,HAPPYHOUR,82,73
1817,1569,1442,FREESHIP,47,100
1818,1476,1854,DESC10,7,92
1819,1800,1903,BONOBDAY,87,4
1820,1104,1247,HAPPYHOUR,47,61
1821,1739,1619,OFERTA20,31,37
1822,1442,1752,ANIVERSARIO,29,52
1823,1871,1432,INVITAMIGO,59,89
1824,1228,1719,COMBOPROMO,75,8
1825,1974,1082,ANIVERSARIO,100,25
1826,1801,1965,COMBOPROMO,68,72
1827,1950,1660,OFERTA20,40,62
1828,1568,1814,INVITAMIGO,29,99
1829,1641,1942,COMBOPROMO,23,4
1830,1230,1284,DESC10,95,7
1831,1152,1030,BONOBDAY,54,33
1832,1166,1272,HAPPYHOUR,36,88
1833,1443,1757,BONOBDAY,57,3
1834,1438,1960,ANIVERSARIO,90,2
1835,1647,1131,ANIVERSARIO,96,48
1836,1698,1578,DESC10,88,29
1837,1067,1105,BONOBDAY,43,45
1838,1279,1864,FREESHIP,51,26
1839,1351,1466,FREESHIP,71,13
1840,1040,1932,ANIVERSARIO,30,17
1841,1434,1142,BIENVENIDO,68,83
1842,1066,1735,HAPPYHOUR,14,37
1843,1802,1096,COMBOPROMO,41,93
1844,1528,1850,INVITAMIGO,20,52
1845,1338,1796,COMBOPROMO,74,52
1846,1300,1017,INVITAMIGO,51,78
1847,1076,1241,OFERTA20,60,14
1848,1991,1412,FREESHIP,53,46
1849,1824,1532,BIENVENIDO,67,87
1850,1772,1667,HAPPYHOUR,98,96
1851,1668,1895,COMBOPROMO,55,33
1852,1990,1311,ANIVERSARIO,74,45
1853,1806,1005,HAPPYHOUR,64,35
1854,1923,1863,BIENVENIDO,30,74
1855,1359,1329,BONOBDAY,44,70
1856,1906,1706,DESC10,9,91
1857,1447,1497,BIENVENIDO,65,55
1858,1460,1173,HAPPYHOUR,6,5
1859,1712,1138,DESC10,10,88
1860,1554,1955,BIENVENIDO,12,3
1861,1465,1035,BONOBDAY,58,93
1862,1339,1503,HAPPYHOUR,87,52
1863,1879,1626,DESC10,53,98
1864,1009,1769,OFERTA20,77,53
1865,1122,1057,FREESHIP,13,17
1866,1344,1015,FREESHIP,8,11
1867,1233,1669,COMBOPROMO,88,48
1868,1070,1510,COMBOPROMO,42,93
1869,1526,1853,BIENVENIDO,20,99
1870,1779,1489,FREESHIP,27,1
1871,1940,1580,OFERTA20,90,1
1872,1293,1880,INVITAMIGO,71,3
1873,1134,1377,BONOBDAY,78,34
1874,1746,1283,HAPPYHOUR,98,15
1875,1034,1342,HAPPYHOUR,14,15
1876,1086,1233,DESC10,78,49
1877,1202,1203,FREESHIP,77,31
1878,1531,1840,OFERTA20,83,24
1879,1545,1455,INVITAMIGO,7,91
1880,1672,1487,BONOBDAY,53,47
1881,1717,1496,FREESHIP,63,92
1882,1347,1516,BIENVENIDO,71,61
1883,1098,1604,ANIVERSARIO,26,51
1884,1758,1946,OFERTA20,71,39
1885,1185,1907,ANIVERSARIO,94,53
1886,1808,1723,OFERTA20,59,80
1887,1968,1228,BONOBDAY,83,22
1888,1975,1948,FREESHIP,74,64
1889,1430,1359,DESC10,55,29
1890,1385,1196,ANIVERSARIO,8,16
1891,1586,1468,FREESHIP,25,61
1892,1516,1090,DESC10,100,13
1893,1154,1236,DESC10,26,22
1894,1933,1415,ANIVERSARIO,8,12
1895,1864,1595,COMBOPROMO,77,21
1896,1177,1938,ANIVERSARIO,11,66
1897,1095,1983,FREESHIP,49,65
1898,1168,1898,BONOBDAY,29,98
1899,1492,1865,BONOBDAY,51,8
1900,1587,1362,ANIVERSARIO,6,79
1901,1382,1674,OFERTA20,23,95
1902,1613,1364,BONOBDAY,5,33
1903,1296,1243,DESC10,100,44
1904,1949,1217,OFERTA20,51,5
1905,1689,1231,BIENVENIDO,1,15
1906,1077,1985,COMBOPROMO,49,78
1907,1775,1132,DESC10,97,77
1908,1938,1193,INVITAMIGO,33,28
1909,1470,1711,INVITAMIGO,11,48
1910,1782,1356,OFERTA20,52,75
1911,1868,1381,OFERTA20,82,2
1912,1836,1978,HAPPYHOUR,38,39
1913,1670,1089,HAPPYHOUR,100,42
1914,1851,1201,FREESHIP,6,18
1915,1829,1586,FREESHIP,30,64
1916,1524,1533,BONOBDAY,14,97
1917,1246,1037,BIENVENIDO,48,14
1918,1118,1805,HAPPYHOUR,4,22
1919,1908,1288,COMBOPROMO,36,58
1920,1483,1336,BONOBDAY,39,81
1921,1291,1726,INVITAMIGO,8,59
1922,1341,1449,HAPPYHOUR,89,1
1923,1353,1365,BIENVENIDO,62,99
1924,1181,1129,BONOBDAY,36,92
1925,1973,1997,ANIVERSARIO,94,61
1926,1617,1166,HAPPYHOUR,13,65
1927,1815,1675,INVITAMIGO,40,17
1928,1059,1113,COMBOPROMO,9,74
1929,1131,1394,BIENVENIDO,11,68
1930,1653,1786,ANIVERSARIO,27,35
1931,1214,1596,ANIVERSARIO,47,90
1932,1110,1517,FREESHIP,17,54
1933,1963,1781,COMBOPROMO,7,26
1934,1130,1024,INVITAMIGO,60,79
1935,1559,1303,BONOBDAY,45,11
1936,1995,1026,ANIVERSARIO,76,54
1937,1967,1844,DESC10,45,63
1938,1495,1659,HAPPYHOUR,23,65
1939,1546,1080,COMBOPROMO,6,15
1940,1527,1122,INVITAMIGO,62,85
1941,1630,1258,BONOBDAY,10,28
1942,1856,1558,BIENVENIDO,54,70
1943,1931,1656,OFERTA20,75,26
1944,1757,1765,COMBOPROMO,74,44
1945,1267,1018,COMBOPROMO,61,48
1946,1776,1308,INVITAMIGO,12,38
1947,1459,1548,COMBOPROMO,34,49
1948,1038,1849,OFERTA20,6,43
1949,1952,1897,HAPPYHOUR,58,86
1950,1399,1062,ANIVERSARIO,76,93
1951,1607,1278,OFERTA20,80,58
1952,1390,1936,ANIVERSARIO,34,36
1953,1636,1697,COMBOPROMO,96,2
1954,1928,1620,OFERTA20,72,43
1955,1771,1387,OFERTA20,96,52
1956,1136,1363,FREESHIP,82,54
1957,1069,1676,ANIVERSARIO,42,48
1958,1055,1348,DESC10,29,9
1959,1892,1223,BIENVENIDO,70,90
1960,1890,1746,BIENVENIDO,57,7
1961,1563,1650,FREESHIP,70,32
1962,1507,1725,HAPPYHOUR,47,67
1963,1809,1877,DESC10,89,14
1964,1863,1416,DESC10,15,22
1965,1057,1847,BONOBDAY,41,10
1966,1732,1966,BONOBDAY,50,53
1967,1389,1956,OFERTA20,54,32
1968,1115,1210,DESC10,51,54
1969,1534,1164,BONOBDAY,35,71
1970,1667,1010,COMBOPROMO,71,31
1971,1463,1717,COMBOPROMO,26,15
1972,1520,1443,FREESHIP,91,28
1973,1044,1543,DESC10,1,84
1974,1550,1120,DESC10,20,13
1975,1091,1087,DESC10,25,23
1976,1415,1199,OFERTA20,66,72
1977,1045,1320,DESC10,33,69
1978,1845,1427,INVITAMIGO,35,71
1979,1482,1335,FREESHIP,7,63
1980,1925,1772,FREESHIP,1,30
1981,1674,1242,INVITAMIGO,54,6
1982,1565,1989,INVITAMIGO,67,97
1983,1253,1617,ANIVERSARIO,14,89
1984,1260,1557,HAPPYHOUR,66,45
1985,1593,1425,DESC10,76,98
1986,1197,1547,ANIVERSARIO,22,44
1987,1730,1512,BIENVENIDO,99,12
1988,1082,1103,OFERTA20,22,53
1989,1724,1915,HAPPYHOUR,51,26
1990,1599,1403,FREESHIP,96,83
1991,1386,1295,ANIVERSARIO,2,14
1992,1558,1181,COMBOPROMO,75,18
1993,1049,1042,INVITAMIGO,89,91
1994,1691,1182,COMBOPROMO,81,58
1995,1206,1460,HAPPYHOUR,94,50
1996,1376,1177,OFERTA20,69,93
1997,1904,1495,DESC10,61,27
1998,1651,1529,OFERTA20,88,8
1999,1793,1287,BONOBDAY,88,1
2000,1029,1502,FREESHIP,29,46
